Order_ID,Product_ID,Quantity,Timestamp
1102,104,7,2025-01-09 12:00:00
1103,102,22,2025-01-09 14:00:00
1104,101,43,
1105,105,19,2025-01-09 18:00:00
1106,103,27,2025-01-09 20:00:00
1107,104,32,2025-01-09 22:00:00
1108,103,47,2025-01-10 00:00:00
1109,103,0,2025-01-10 02:00:00
1110,101,38,2025-01-10 04:00:00
1111,103,39,2025-01-10 06:00:00
1112,105,26,2025-01-10 08:00:00
1113,103,39,2025-01-10 10:00:00
1114,101,41,2025-01-10 12:00:00
1115,105,15,2025-01-10 14:00:00
1116,102,10,2025-01-10 16:00:00
1117,103,48,2025-01-10 18:00:00
1118,101,15,2025-01-10 20:00:00
1119,102,5,2025-01-10 22:00:00
1120,102,31,2025-01-11 00:00:00
1121,104,30,2025-01-11 02:00:00
1122,105,29,2025-01-11 04:00:00
1123,103,13,2025-01-11 06:00:00
1124,101,14,2025-01-11 08:00:00
1125,104,12,2025-01-11 10:00:00
1126,105,41,2025-01-11 12:00:00
1127,104,35,2025-01-11 14:00:00
1128,105,43,2025-01-11 16:00:00
1129,105,8,2025-01-11 18:00:00
1130,103,9,2025-01-11 20:00:00
1131,105,25,2025-01-11 22:00:00
1132,104,-5,2025-01-12 00:00:00
1133,105,47,2025-01-12 02:00:00
1134,103,48,2025-01-12 04:00:00
1135,103,48,2025-01-12 06:00:00
1136,104,-3,2025-01-12 08:00:00
1137,102,10,2025-01-12 10:00:00
1138,102,17,2025-01-12 12:00:00
1139,105,5,2025-01-12 14:00:00
1140,101,6,2025-01-12 16:00:00
1141,105,4,2025-01-12 18:00:00
1142,104,26,2025-01-12 20:00:00
1143,104,10,2025-01-12 22:00:00
1144,104,2,2025-01-13 00:00:00
1145,104,32,2025-01-13 02:00:00
1146,104,6,2025-01-13 04:00:00
1147,103,18,2025-01-13 06:00:00
1148,102,22,2025-01-13 08:00:00
1149,104,47,2025-01-13 10:00:00
1150,101,2,2025-01-13 12:00:00
1151,101,22,2025-01-13 14:00:00
1152,101,30,2025-01-13 16:00:00
1153,101,20,2025-01-13 18:00:00
1154,103,2,2025-01-13 20:00:00
1155,101,44,2025-01-13 22:00:00
1156,104,22,2025-01-14 00:00:00
1157,105,22,2025-01-14 02:00:00
1158,101,31,2025-01-14 04:00:00
1159,103,35,
1160,103,30,2025-01-14 08:00:00
1161,101,21,2025-01-14 10:00:00
1162,105,48,2025-01-14 12:00:00
1163,101,11,2025-01-14 14:00:00
1164,103,3,2025-01-14 16:00:00
1165,102,27,2025-01-14 18:00:00
1166,104,47,2025-01-14 20:00:00
1167,103,14,2025-01-14 22:00:00
1168,101,7,2025-01-15 00:00:00
1169,104,22,2025-01-15 02:00:00
1170,101,42,2025-01-15 04:00:00
1171,101,23,2025-01-15 06:00:00
1172,102,7,2025-01-15 08:00:00
1173,104,40,2025-01-15 10:00:00
1174,104,29,2025-01-15 12:00:00
1175,102,0,2025-01-15 14:00:00
1176,103,12,2025-01-15 16:00:00
1177,101,45,2025-01-15 18:00:00
1178,105,-1,2025-01-15 20:00:00
1179,101,41,2025-01-15 22:00:00
1180,101,19,2025-01-16 00:00:00
1181,103,-4,2025-01-16 02:00:00
1182,101,4,
1183,102,24,2025-01-16 06:00:00
1184,102,44,2025-01-16 08:00:00
1185,104,39,2025-01-16 10:00:00
1186,105,-1,2025-01-16 12:00:00
1187,101,49,2025-01-16 14:00:00
1188,101,27,2025-01-16 16:00:00
1189,103,48,2025-01-16 18:00:00
1190,102,-5,2025-01-16 20:00:00
1191,105,12,2025-01-16 22:00:00
1192,104,26,2025-01-17 00:00:00
1193,102,41,2025-01-17 02:00:00
1194,104,43,2025-01-17 04:00:00
1195,103,5,2025-01-17 06:00:00
1196,103,15,2025-01-17 08:00:00
1197,101,20,2025-01-17 10:00:00
1198,105,19,2025-01-17 12:00:00
1199,104,16,2025-01-17 14:00:00
1200,102,21,2025-01-17 16:00:00
1201,103,43,2025-01-17 18:00:00
1202,101,7,2025-01-17 20:00:00
1203,101,27,2025-01-17 22:00:00
1204,104,28,2025-01-18 00:00:00
1205,103,35,2025-01-18 02:00:00
1206,105,29,2025-01-18 04:00:00
1207,103,-5,2025-01-18 06:00:00
1208,104,15,2025-01-18 08:00:00
1209,104,42,2025-01-18 10:00:00
1210,103,49,2025-01-18 12:00:00
1211,104,0,2025-01-18 14:00:00
1212,103,22,2025-01-18 16:00:00
1213,102,11,2025-01-18 18:00:00
1214,103,-1,2025-01-18 20:00:00
1215,103,25,2025-01-18 22:00:00
1216,104,-1,2025-01-19 00:00:00
1217,104,32,2025-01-19 02:00:00
1218,101,-3,2025-01-19 04:00:00
1219,101,47,2025-01-19 06:00:00
1220,102,17,2025-01-19 08:00:00
1221,101,31,2025-01-19 10:00:00
1222,103,47,2025-01-19 12:00:00
1223,104,31,2025-01-19 14:00:00
1224,101,4,2025-01-19 16:00:00
1225,101,4,
1226,102,13,2025-01-19 20:00:00
1227,102,11,2025-01-19 22:00:00
1228,103,15,2025-01-20 00:00:00
1229,104,8,2025-01-20 02:00:00
1230,102,3,2025-01-20 04:00:00
1231,101,40,2025-01-20 06:00:00
1232,104,-5,2025-01-20 08:00:00
1233,104,45,2025-01-20 10:00:00
1234,101,39,2025-01-20 12:00:00
1235,102,7,2025-01-20 14:00:00
1236,101,-2,2025-01-20 16:00:00
1237,104,-5,2025-01-20 18:00:00
1238,105,43,2025-01-20 20:00:00
1239,105,34,2025-01-20 22:00:00
1240,103,26,2025-01-21 00:00:00
1241,101,28,2025-01-21 02:00:00
1242,101,22,2025-01-21 04:00:00
1243,103,25,2025-01-21 06:00:00
1244,103,2,2025-01-21 08:00:00
1245,103,33,2025-01-21 10:00:00
1246,104,20,2025-01-21 12:00:00
1247,101,28,
1248,104,48,2025-01-21 16:00:00
1249,103,48,2025-01-21 18:00:00
1250,101,-3,2025-01-21 20:00:00
1251,104,44,2025-01-21 22:00:00
1252,104,6,2025-01-22 00:00:00
1253,103,-5,2025-01-22 02:00:00
1254,101,48,2025-01-22 04:00:00
1255,103,38,2025-01-22 06:00:00
1256,101,-1,2025-01-22 08:00:00
1257,105,24,2025-01-22 10:00:00
1258,102,24,2025-01-22 12:00:00
1259,102,11,2025-01-22 14:00:00
1260,102,42,2025-01-22 16:00:00
1261,103,41,2025-01-22 18:00:00
1262,105,17,2025-01-22 20:00:00
1263,101,9,2025-01-22 22:00:00
1264,104,31,2025-01-23 00:00:00
1265,101,15,2025-01-23 02:00:00
1266,104,8,2025-01-23 04:00:00
1267,101,-4,2025-01-23 06:00:00
1268,105,5,2025-01-23 08:00:00
1269,104,45,2025-01-23 10:00:00
1270,103,33,2025-01-23 12:00:00
1271,101,32,2025-01-23 14:00:00
1272,101,28,2025-01-23 16:00:00
1273,104,32,2025-01-23 18:00:00
1274,103,44,2025-01-23 20:00:00
1275,103,28,2025-01-23 22:00:00
1276,105,12,
1277,103,24,2025-01-24 02:00:00
1278,103,9,2025-01-24 04:00:00
1279,103,21,2025-01-24 06:00:00
1280,102,45,2025-01-24 08:00:00
1281,105,28,2025-01-24 10:00:00
1282,101,46,2025-01-24 12:00:00
1283,104,32,2025-01-24 14:00:00
1284,101,27,2025-01-24 16:00:00
1285,105,18,2025-01-24 18:00:00
1286,104,9,2025-01-24 20:00:00
1287,105,24,2025-01-24 22:00:00
1288,103,49,2025-01-25 00:00:00
1289,104,36,2025-01-25 02:00:00
1290,103,45,2025-01-25 04:00:00
1291,101,11,2025-01-25 06:00:00
1292,101,-1,2025-01-25 08:00:00
1293,104,23,2025-01-25 10:00:00
1294,104,-2,2025-01-25 12:00:00
1295,105,4,2025-01-25 14:00:00
1296,105,11,2025-01-25 16:00:00
1297,103,4,2025-01-25 18:00:00
1298,104,11,2025-01-25 20:00:00
1299,101,14,2025-01-25 22:00:00
1300,105,18,
1301,105,-1,2025-01-26 02:00:00
1302,101,28,2025-01-26 04:00:00
1303,105,0,2025-01-26 06:00:00
1304,103,47,2025-01-26 08:00:00
1305,104,-4,2025-01-26 10:00:00
1306,101,7,
1307,104,37,2025-01-26 14:00:00
1308,105,37,2025-01-26 16:00:00
1309,105,42,2025-01-26 18:00:00
1310,101,5,2025-01-26 20:00:00
1311,103,45,2025-01-26 22:00:00
1312,102,41,2025-01-27 00:00:00
1313,101,17,2025-01-27 02:00:00
1314,102,49,2025-01-27 04:00:00
1315,102,10,2025-01-27 06:00:00
1316,103,25,2025-01-27 08:00:00
1317,102,5,2025-01-27 10:00:00
1318,102,48,2025-01-27 12:00:00
1319,103,10,2025-01-27 14:00:00
1320,102,2,2025-01-27 16:00:00
1321,102,-2,2025-01-27 18:00:00
1322,102,34,2025-01-27 20:00:00
1323,101,-2,2025-01-27 22:00:00
1324,101,19,2025-01-28 00:00:00
1325,101,-3,2025-01-28 02:00:00
1326,103,26,2025-01-28 04:00:00
1327,105,-3,2025-01-28 06:00:00
1328,102,21,2025-01-28 08:00:00
1329,102,23,2025-01-28 10:00:00
1330,103,26,2025-01-28 12:00:00
1331,102,44,2025-01-28 14:00:00
1332,101,45,2025-01-28 16:00:00
1333,105,13,2025-01-28 18:00:00
1334,104,15,2025-01-28 20:00:00
1335,102,-1,2025-01-28 22:00:00
1336,101,12,2025-01-29 00:00:00
1337,104,22,2025-01-29 02:00:00
1338,105,36,2025-01-29 04:00:00
1339,104,16,2025-01-29 06:00:00
1340,101,15,2025-01-29 08:00:00
1341,104,0,2025-01-29 10:00:00
1342,103,-5,
1343,104,-1,2025-01-29 14:00:00
1344,102,35,
1345,102,6,2025-01-29 18:00:00
1346,103,20,2025-01-29 20:00:00
1347,101,40,2025-01-29 22:00:00
1348,102,28,2025-01-30 00:00:00
1349,105,43,2025-01-30 02:00:00
1350,102,8,2025-01-30 04:00:00
1351,102,20,2025-01-30 06:00:00
1352,101,39,2025-01-30 08:00:00
1353,104,21,2025-01-30 10:00:00
1354,102,3,2025-01-30 12:00:00
1355,103,20,2025-01-30 14:00:00
1356,104,41,2025-01-30 16:00:00
1357,105,16,2025-01-30 18:00:00
1358,101,41,2025-01-30 20:00:00
1359,105,24,2025-01-30 22:00:00
1360,104,37,2025-01-31 00:00:00
1361,104,42,2025-01-31 02:00:00
1362,104,11,2025-01-31 04:00:00
1363,105,20,2025-01-31 06:00:00
1364,104,30,2025-01-31 08:00:00
1365,105,-5,2025-01-31 10:00:00
1366,104,2,2025-01-31 12:00:00
1367,103,43,2025-01-31 14:00:00
1368,104,29,
1369,105,46,2025-01-31 18:00:00
1370,102,9,2025-01-31 20:00:00
1371,104,41,2025-01-31 22:00:00
1372,102,16,2025-02-01 00:00:00
1373,103,8,2025-02-01 02:00:00
1374,101,20,2025-02-01 04:00:00
1375,103,22,2025-02-01 06:00:00
1376,104,17,
1377,102,8,2025-02-01 10:00:00
1378,102,18,2025-02-01 12:00:00
1379,105,-4,2025-02-01 14:00:00
1380,102,39,2025-02-01 16:00:00
1381,105,20,2025-02-01 18:00:00
1382,101,8,2025-02-01 20:00:00
1383,104,45,2025-02-01 22:00:00
1384,105,1,2025-02-02 00:00:00
1385,101,-3,2025-02-02 02:00:00
1386,102,41,2025-02-02 04:00:00
1387,102,17,2025-02-02 06:00:00
1388,101,40,2025-02-02 08:00:00
1389,102,37,2025-02-02 10:00:00
1390,101,41,2025-02-02 12:00:00
1391,105,39,2025-02-02 14:00:00
1392,105,12,2025-02-02 16:00:00
1393,101,32,2025-02-02 18:00:00
1394,105,29,2025-02-02 20:00:00
1395,105,45,2025-02-02 22:00:00
1396,105,9,2025-02-03 00:00:00
1397,103,19,2025-02-03 02:00:00
1398,104,49,2025-02-03 04:00:00
1399,102,31,2025-02-03 06:00:00
1400,103,22,2025-02-03 08:00:00
1401,105,4,2025-02-03 10:00:00
1402,101,33,2025-02-03 12:00:00
1403,105,11,2025-02-03 14:00:00
1404,104,33,2025-02-03 16:00:00
1405,105,16,2025-02-03 18:00:00
1406,101,20,2025-02-03 20:00:00
1407,104,38,2025-02-03 22:00:00
1408,105,19,2025-02-04 00:00:00
1409,104,11,2025-02-04 02:00:00
1410,102,7,2025-02-04 04:00:00
1411,102,14,2025-02-04 06:00:00
1412,105,19,2025-02-04 08:00:00
1413,104,-2,2025-02-04 10:00:00
1414,101,4,2025-02-04 12:00:00
1415,105,-3,2025-02-04 14:00:00
1416,102,35,2025-02-04 16:00:00
1417,102,39,2025-02-04 18:00:00
1418,105,12,2025-02-04 20:00:00
1419,104,41,2025-02-04 22:00:00
1420,102,30,2025-02-05 00:00:00
1421,104,41,2025-02-05 02:00:00
1422,102,16,2025-02-05 04:00:00
1423,102,28,2025-02-05 06:00:00
1424,103,41,2025-02-05 08:00:00
1425,102,2,2025-02-05 10:00:00
1426,101,34,2025-02-05 12:00:00
1427,105,43,2025-02-05 14:00:00
1428,105,38,2025-02-05 16:00:00
1429,104,13,
1430,102,36,2025-02-05 20:00:00
1431,101,35,2025-02-05 22:00:00
1432,104,31,2025-02-06 00:00:00
1433,103,0,2025-02-06 02:00:00
1434,104,46,2025-02-06 04:00:00
1435,104,20,2025-02-06 06:00:00
1436,102,28,2025-02-06 08:00:00
1437,103,39,2025-02-06 10:00:00
1438,104,0,2025-02-06 12:00:00
1439,101,31,2025-02-06 14:00:00
1440,101,27,2025-02-06 16:00:00
1441,105,47,2025-02-06 18:00:00
1442,103,16,2025-02-06 20:00:00
1443,103,15,2025-02-06 22:00:00
1444,105,0,2025-02-07 00:00:00
1445,104,0,2025-02-07 02:00:00
1446,103,49,2025-02-07 04:00:00
1447,101,42,2025-02-07 06:00:00
1448,101,-2,2025-02-07 08:00:00
1449,102,24,2025-02-07 10:00:00
1450,103,5,2025-02-07 12:00:00
1451,104,24,2025-02-07 14:00:00
1452,105,25,2025-02-07 16:00:00
1453,105,18,2025-02-07 18:00:00
1454,104,49,2025-02-07 20:00:00
1455,102,3,2025-02-07 22:00:00
1456,105,49,2025-02-08 00:00:00
1457,103,-3,2025-02-08 02:00:00
1458,102,45,2025-02-08 04:00:00
1459,103,25,2025-02-08 06:00:00
1460,101,34,2025-02-08 08:00:00
1461,102,31,2025-02-08 10:00:00
1462,105,30,2025-02-08 12:00:00
1463,102,18,2025-02-08 14:00:00
1464,102,25,2025-02-08 16:00:00
1465,102,0,2025-02-08 18:00:00
1466,102,-4,2025-02-08 20:00:00
1467,103,14,2025-02-08 22:00:00
1468,101,22,2025-02-09 00:00:00
1469,104,5,2025-02-09 02:00:00
1470,102,-2,2025-02-09 04:00:00
1471,105,9,2025-02-09 06:00:00
1472,102,0,2025-02-09 08:00:00
1473,105,48,2025-02-09 10:00:00
1474,103,43,2025-02-09 12:00:00
1475,105,24,
1476,104,32,2025-02-09 16:00:00
1477,101,45,2025-02-09 18:00:00
1478,105,-4,2025-02-09 20:00:00
1479,105,9,
1480,101,5,
1481,104,2,2025-02-10 02:00:00
1482,102,20,2025-02-10 04:00:00
1483,105,45,2025-02-10 06:00:00
1484,101,39,2025-02-10 08:00:00
1485,103,38,2025-02-10 10:00:00
1486,101,-1,2025-02-10 12:00:00
1487,103,0,2025-02-10 14:00:00
1488,104,20,2025-02-10 16:00:00
1489,102,48,2025-02-10 18:00:00
1490,101,-2,2025-02-10 20:00:00
1491,105,13,2025-02-10 22:00:00
1492,104,14,2025-02-11 00:00:00
1493,101,27,2025-02-11 02:00:00
1494,105,14,2025-02-11 04:00:00
1495,101,43,2025-02-11 06:00:00
1496,103,6,2025-02-11 08:00:00
1497,101,41,2025-02-11 10:00:00
1498,101,-5,2025-02-11 12:00:00
1499,101,20,2025-02-11 14:00:00
